Title,Postcode,Size,Price,URL,Price/m2
Helle Dachgeschoßwohnung mit Loggia und Terrasse in Oberdöbling - ERSTBEZUG nach Sanierung,1190,60,399000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/helle-dachgeschosswohnung-mit-loggia-und-terrasse-in-oberdoebling-erstbezug-nach-sanierung-1039182482/,6650.0
generalsanierte Wohnung,1100,58,230000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/generalsanierte-wohnung-1699266633/,3965.5172413793102
Ein Familientraum mit Balkon und 3 Schlafzimmern,1220,98,669000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/ein-familientraum-mit-balkon-und-3-schlafzimmern-800388982/,6826.530612244898
"ERSTBEZUG im KAYSER - 3 Zimmer, 2 Bäder, Loggia. MORGENSONNE - EXLUSIVITÄT - ELEGANZ - MIT CONCIERGE!",1010,97,1790000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1010-innere-stadt/erstbezug-im-kayser-3-zimmer-2-baeder-loggia-morgensonne-exlusivitaet-eleganz-mit-concierge-1971315703/,18453.60824742268
Erstbezug nach Sanierung - 3 Zimmer Altbauwohnung,1030,96,720000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/erstbezug-nach-sanierung-3-zimmer-altbauwohnung-780691255/,7500.0
PENTHOUSE | OBER ST.VEIT,1130,145,780000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/penthouse-ober-st-veit-1130280729/,5379.310344827586
"Helle, vermietete 2-Zimmer Anlegerwohnung Wohnung",1170,49,249500,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1170-hernals/helle-vermietete-2-zimmer-anlegerwohnung-wohnung-1686405955/,5091.836734693878
Wirklich zum Verlieben. Liebevolle 2-Zimmer Gartenwohnung im Herzen von Aspern. Sofort einziehen!,1220,60,429900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/wirklich-zum-verlieben-liebevolle-2-zimmer-gartenwohnung-im-herzen-von-aspern-sofort-einziehen-1222697387/,7165.0
Ein Familientraum mit Balkon und 3 Schlafzimmern,1220,98,669000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/ein-familientraum-mit-balkon-und-3-schlafzimmern-800388982/,6826.530612244898
"ERSTBEZUG im KAYSER - 3 Zimmer, 2 Bäder, Loggia. MORGENSONNE - EXLUSIVITÄT - ELEGANZ - MIT CONCIERGE!",1010,97,1790000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1010-innere-stadt/erstbezug-im-kayser-3-zimmer-2-baeder-loggia-morgensonne-exlusivitaet-eleganz-mit-concierge-1971315703/,18453.60824742268
Erstbezug nach Sanierung - 3 Zimmer Altbauwohnung,1030,96,720000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/erstbezug-nach-sanierung-3-zimmer-altbauwohnung-780691255/,7500.0
PENTHOUSE | OBER ST.VEIT,1130,145,780000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/penthouse-ober-st-veit-1130280729/,5379.310344827586
"Helle, vermietete 2-Zimmer Anlegerwohnung Wohnung",1170,49,249500,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1170-hernals/helle-vermietete-2-zimmer-anlegerwohnung-wohnung-1686405955/,5091.836734693878
Wirklich zum Verlieben. Liebevolle 2-Zimmer Gartenwohnung im Herzen von Aspern. Sofort einziehen!,1220,60,429900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/wirklich-zum-verlieben-liebevolle-2-zimmer-gartenwohnung-im-herzen-von-aspern-sofort-einziehen-1222697387/,7165.0
Komfortabler 3-Zimmer Familientraum mit West-Terrasse nahe Donau Zentrum - Heiz- und Kühlsystem mit Wärmepumpe,1220,94,659900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/komfortabler-3-zimmer-familientraum-mit-west-terrasse-nahe-donau-zentrum-heiz-und-kuehlsystem-mit-waermepumpe-1545976027/,7020.212765957447
Wow-Faktor. Hochwertige 2-Zimmer Eigentumswohnung mit dem gewissen Extra - und eigener Loggia,1210,59,399900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/wow-faktor-hochwertige-2-zimmer-eigentumswohnung-mit-dem-gewissen-extra-und-eigener-loggia-852466409/,6777.966101694915
Raumwunder. Ruhige 3-Zimmer Wohnung zum Relaxen. Kommt mit Balkon und traumhafter Aussicht.,1210,91,649900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/raumwunder-ruhige-3-zimmer-wohnung-zum-relaxen-kommt-mit-balkon-und-traumhafter-aussicht-2049442811/,7141.758241758242
Loggia - ruhig - hell,1140,70,299000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/loggia-ruhig-hell-1264011282/,4271.428571428572
++NEU++ möblierte 3-Zimmer ALTBAU-WOHNUNG in sehr guter Lage!,1050,83,444900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/-neu-moeblierte-3-zimmer-altbau-wohnung-in-sehr-guter-lage-1349864848/,5360.240963855422
++NEU++ möblierte 4-Zimmer ALTBAU-WOHNUNG in sehr guter Lage!,1050,70,405900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/-neu-moeblierte-4-zimmer-altbau-wohnung-in-sehr-guter-lage-1166043024/,5798.571428571428
BESTLAGE IN 1070 - EXKLUSIVE ALTBAUWOHNUNG MIT BALKON - GARAGE MÖGLICH,1070,150,1670000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1070-neubau/bestlage-in-1070-exklusive-altbauwohnung-mit-balkon-garage-moeglich-1010133334/,11133.333333333334
!!!WEIHNACHTSAKTION nur bis 31.12!!! einzeln oder im Paket I nur wenige Gehminuten zur U-Bahn I hervorragende Infrastruktur I moderne Ausstattung I Einbauküche,1170,62,230000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1170-hernals/-weihnachtsaktion-nur-bis-31-12-einzeln-oder-im-paket-i-nur-wenige-gehminuten-zur-u-bahn-i-hervorragende-infrastruktur-i-moderne-ausstattung-i-einbaukueche-1997554046/,3709.6774193548385
"Sonnig und absolut ruhig: Perfekt geschnittene 43 m² Neubau-Garçonnière in Hietzing, nahe Lainzer Tiergarten, in begehrter Lage",1130,43,249000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/sonnig-und-absolut-ruhig-perfekt-geschnittene-43-m-neubau-garconniere-in-hietzing-nahe-lainzer-tiergarten-in-begehrter-lage-1615511440/,5790.697674418605
"90m², Garagenplatz, Niedrige BK, Top-Zustand, 4 Zimmer, Neuwertige Küche, Sonnige Ruhelage",1200,90,419000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/90m-garagenplatz-niedrige-bk-top-zustand-4-zimmer-neuwertige-kueche-sonnige-ruhelage-2110817316/,4655.555555555556
Premium Domizil mit eigenem Parkplatz! Mariahilferstraße Fußgängerzone (U3 Zieglergasse) in nur 2 Gehminuten Entfernung! Befristet vermietet!,1070,96,799000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1070-neubau/premium-domizil-mit-eigenem-parkplatz-mariahilferstrasse-fussgaengerzone-u3-zieglergasse-in-nur-2-gehminuten-entfernung-befristet-vermietet-1908417485/,8322.916666666666
Premium Domizil mit eigenem Garten und Parkplatz intern aufgeteilt auf zwei 3 Zimmer-Apartments! Mariahilferstraße Fußgängerzone (U3 Zieglergasse) in nur 2 Gehminuten Entfernung! Befristet vermietet,1070,124,999000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1070-neubau/premium-domizil-mit-eigenem-garten-und-parkplatz-intern-aufgeteilt-auf-zwei-3-zimmer-apartments-mariahilferstrasse-fussgaengerzone-u3-zieglergasse-in-nur-2-gehminuten-entfernung-befristet-vermietet-1379078977/,8056.451612903225
Altbauflair in Neubau! Großzügige Wohnung intern aufgeteilt auf zwei 3 Zimmer-Apartments! Mariahilferstraße Fußgängerzone (U3 Zieglergasse) in nur 2 Gehminuten Entfernung! Befristet vermietet!,1070,111,749000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1070-neubau/altbauflair-in-neubau-grosszuegige-wohnung-intern-aufgeteilt-auf-zwei-3-zimmer-apartments-mariahilferstrasse-fussgaengerzone-u3-zieglergasse-in-nur-2-gehminuten-entfernung-befristet-vermietet-1310573785/,6747.747747747748
Sensationeller Lifestyle mit fantastischem Ausblick in attraktiver Lage,1220,114,1459000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/sensationeller-lifestyle-mit-fantastischem-ausblick-in-attraktiver-lage-1835218488/,12798.245614035088
Provisionsfrei! Top 4 Zimmer Wohnung + KFZ-Stellplatz in begehrter Lage,1140,77,525000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/provisionsfrei-top-4-zimmer-wohnung-kfz-stellplatz-in-begehrter-lage-1040979186/,6818.181818181818
Provisionsfrei! Geschmackvolle und moderne 4 Zimmer in der Kudlichgasse,1100,76,380000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/provisionsfrei-geschmackvolle-und-moderne-4-zimmer-in-der-kudlichgasse-803750563/,5000.0
Provisionsfrei! Für Ruhesuchende und Naturliebhaber! Idyllische Lage mit Balkon,1140,105,615000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/provisionsfrei-fuer-ruhesuchende-und-naturliebhaber-idyllische-lage-mit-balkon-1257612003/,5857.142857142857
3 Zimmer-Terrassenwohnung im Erstbezug,1210,73,450000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/3-zimmer-terrassenwohnung-im-erstbezug-1428712021/,6164.3835616438355
Wunderschöne 3 Zimmer-Dachgeschosswohnung mit großem Balkon,1210,81,465000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/wunderschoene-3-zimmer-dachgeschosswohnung-mit-grossem-balkon-921517928/,5740.740740740741
Perfekt aufgeteilte 3 Zimmerwohnung mit Balkon im Erstbezug,1210,68,389000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/perfekt-aufgeteilte-3-zimmerwohnung-mit-balkon-im-erstbezug-1427857475/,5720.588235294118
Die ideale Paarwohnung mit Terrasse und Garten,1210,45,270000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/die-ideale-paarwohnung-mit-terrasse-und-garten-1024603361/,6000.0
Sensationeller Lifestyle mit fantastischem Ausblick in attraktiver Lage,1220,114,1459000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/sensationeller-lifestyle-mit-fantastischem-ausblick-in-attraktiver-lage-1835218488/,12798.245614035088
Provisionsfrei! Top 4 Zimmer Wohnung + KFZ-Stellplatz in begehrter Lage,1140,77,525000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/provisionsfrei-top-4-zimmer-wohnung-kfz-stellplatz-in-begehrter-lage-1040979186/,6818.181818181818
Provisionsfrei! Geschmackvolle und moderne 4 Zimmer in der Kudlichgasse,1100,76,380000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/provisionsfrei-geschmackvolle-und-moderne-4-zimmer-in-der-kudlichgasse-803750563/,5000.0
Provisionsfrei! Für Ruhesuchende und Naturliebhaber! Idyllische Lage mit Balkon,1140,105,615000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/provisionsfrei-fuer-ruhesuchende-und-naturliebhaber-idyllische-lage-mit-balkon-1257612003/,5857.142857142857
3 Zimmer-Terrassenwohnung im Erstbezug,1210,73,450000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/3-zimmer-terrassenwohnung-im-erstbezug-1428712021/,6164.3835616438355
Wunderschöne 3 Zimmer-Dachgeschosswohnung mit großem Balkon,1210,81,465000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/wunderschoene-3-zimmer-dachgeschosswohnung-mit-grossem-balkon-921517928/,5740.740740740741
Perfekt aufgeteilte 3 Zimmerwohnung mit Balkon im Erstbezug,1210,68,389000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/perfekt-aufgeteilte-3-zimmerwohnung-mit-balkon-im-erstbezug-1427857475/,5720.588235294118
Die ideale Paarwohnung mit Terrasse und Garten,1210,45,270000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/die-ideale-paarwohnung-mit-terrasse-und-garten-1024603361/,6000.0
Provisionsfrei! - Elegante 4 Zimmer mit Loggia in Hofruhelage - Altbaucharme trifft modernes Wohlfühlambiente - Top Lage beim Fasanviertel - Küche inklusive,1030,104,749000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/provisionsfrei-elegante-4-zimmer-mit-loggia-in-hofruhelage-altbaucharme-trifft-modernes-wohlfuehlambiente-top-lage-beim-fasanviertel-kueche-inklusive-1058760444/,7201.923076923077
Provisionsfrei! - Townhouse mit Grünfläche und Terrasse in Hofruhelage - Altbaucharme trifft modernen Wohngenuss - Tolle Lage beim Fasanviertel - Vielseitige öffentliche Anbindung,1030,113,799000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/provisionsfrei-townhouse-mit-gruenflaeche-und-terrasse-in-hofruhelage-altbaucharme-trifft-modernen-wohngenuss-tolle-lage-beim-fasanviertel-vielseitige-oeffentliche-anbindung-1644120672/,7070.796460176991
Idealer Grundriss! Helle 2-Zimmer Wohnung mit Südloggia im 2. Liftstock! Single- oder Paarwohnung! Ausgezeichnete Infrastruktur!,1140,75,285000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/idealer-grundriss-helle-2-zimmer-wohnung-mit-suedloggia-im-2-liftstock-single-oder-paarwohnung-ausgezeichnete-infrastruktur-1483211247/,3800.0
Your perfect home in Vienna! Free of commission,1030,43,376200,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/your-perfect-home-in-vienna-free-of-commission-1216151432/,8748.837209302326
Provisionsfreier Erstbezug am Badeteich Hirschstetten: Gretls Garten - nahe U2 & 36er Straßenbahn,1220,83,442903,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/provisionsfreier-erstbezug-am-badeteich-hirschstetten-gretls-garten-nahe-u2-36er-strassenbahn-1918980532/,5336.180722891566
Provisionsfreier Erstbezug am Badeteich Hirschstetten: Gretls Garten - nahe U2 & 36er Straßenbahn,1220,88,452637,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/provisionsfreier-erstbezug-am-badeteich-hirschstetten-gretls-garten-nahe-u2-36er-strassenbahn-1052289331/,5143.602272727273
Provisionsfreier Erstbezug am Badeteich Hirschstetten: Gretls Garten - nahe U2 & 36er Straßenbahn,1220,80,399100,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/provisionsfreier-erstbezug-am-badeteich-hirschstetten-gretls-garten-nahe-u2-36er-strassenbahn-835619504/,4988.75
Provisionsfreier Erstbezug am Badeteich Hirschstetten: Gretls Garten - nahe U2 & 36er Straßenbahn,1220,75,403967,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/provisionsfreier-erstbezug-am-badeteich-hirschstetten-gretls-garten-nahe-u2-36er-strassenbahn-1416565694/,5386.2266666666665
Fancy lifestyle at Brienne! Free of commission,1030,49,449600,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/fancy-lifestyle-at-brienne-free-of-commission-991279810/,9175.510204081633
"Die ideale Immobilie für Ärzte, Steuerberater, Künstler und viele Menschen mehr",1130,77,699000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/die-ideale-immobilie-fuer-aerzte-steuerberater-kuenstler-und-viele-menschen-mehr-1744228557/,9077.922077922078
PROVISIONSFREI - Modernes wohnen am Donauufer!,1200,103,804800,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/provisionsfrei-modernes-wohnen-am-donauufer-965159514/,7813.592233009709
PROVISIONSFREI - Modernes wohnen am Donauufer!,1200,50,411100,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/provisionsfrei-modernes-wohnen-am-donauufer-1070275089/,8222.0
PROVISIONSFREI - Modernes wohnen am Donauufer!,1200,108,1047900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/provisionsfrei-modernes-wohnen-am-donauufer-1006931953/,9702.777777777777
PROVISIONSFREI - Modernes wohnen am Donauufer!,1200,117,1219800,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/provisionsfrei-modernes-wohnen-am-donauufer-975140455/,10425.641025641025
PROVISIONSFREI - Modernes wohnen am Donauufer!,1200,118,1169800,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/provisionsfrei-modernes-wohnen-am-donauufer-2043801210/,9913.559322033898
PROVISIONSFREI - Modernes wohnen am Donauufer!,1200,103,804800,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/provisionsfrei-modernes-wohnen-am-donauufer-965159514/,7813.592233009709
PROVISIONSFREI - Modernes wohnen am Donauufer!,1200,50,411100,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/provisionsfrei-modernes-wohnen-am-donauufer-1070275089/,8222.0
PROVISIONSFREI - Modernes wohnen am Donauufer!,1200,108,1047900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/provisionsfrei-modernes-wohnen-am-donauufer-1006931953/,9702.777777777777
PROVISIONSFREI - Modernes wohnen am Donauufer!,1200,117,1219800,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/provisionsfrei-modernes-wohnen-am-donauufer-975140455/,10425.641025641025
PROVISIONSFREI - Modernes wohnen am Donauufer!,1200,118,1169800,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/provisionsfrei-modernes-wohnen-am-donauufer-2043801210/,9913.559322033898
PROVISIONSFREI - Modernes wohnen am Donauufer!,1200,104,1134300,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/provisionsfrei-modernes-wohnen-am-donauufer-1399056317/,10906.73076923077
PROVISIONSFREI - Modernes wohnen am Donauufer!,1200,40,255300,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/provisionsfrei-modernes-wohnen-am-donauufer-1309323716/,6382.5
PROVISIONSFREI - Modernes wohnen am Donauufer!,1200,59,405300,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/provisionsfrei-modernes-wohnen-am-donauufer-1374995070/,6869.4915254237285
PROVISIONSFREI - Modernes wohnen am Donauufer!,1200,80,511800,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/provisionsfrei-modernes-wohnen-am-donauufer-1328345100/,6397.5
PROVISIONSFREI - Modernes wohnen am Donauufer!,1200,55,326700,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/provisionsfrei-modernes-wohnen-am-donauufer-1124132284/,5940.0
Terrassenwohnung Erstbezug nähe Mühlwasser,1220,59,460000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/terrassenwohnung-erstbezug-naehe-muehlwasser-716506461/,7796.610169491525
Mit dem Aufzug direkt in die Dachterrassenwohnung - Erstbezug nähe Mühlwasser,1220,132,1149000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/mit-dem-aufzug-direkt-in-die-dachterrassenwohnung-erstbezug-naehe-muehlwasser-716506464/,8704.545454545454
"PRIVAT! Sonnige Altbauwohnung in ruhiger Lage, Friedensbrücke-Nähe",1200,67,320000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/privat-sonnige-altbauwohnung-in-ruhiger-lage-friedensbruecke-naehe-1594694764/,4776.119402985075
WUNDERSCHÖNER AUSBLICK ÜBER WIEN! DACHGESCHOSSWOHNUNG MIT 40 m² SONNENDACHTERRASSE - NAHE HAUPTBAHNHOF,1100,40,299000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/wunderschoener-ausblick-ueber-wien-dachgeschosswohnung-mit-40-m-sonnendachterrasse-nahe-hauptbahnhof-1207109252/,7475.0
Exklusives Wohnen in Wien-Mauer: Traumhafte Wohnung mit großzügiger Dachterrasse und Balkon | ZΞLLMANN IMMOBILIEN,1230,100,649000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1230-liesing/exklusives-wohnen-in-wien-mauer-traumhafte-wohnung-mit-grosszuegiger-dachterrasse-und-balkon-z-llmann-immobilien-1434206056/,6490.0
Moderne Maisonette mit 2 Terrassen und hervorragender Anbindung in 1230 Wien | ZΞLLMANN IMMOBILIEN,1230,94,499000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1230-liesing/moderne-maisonette-mit-2-terrassen-und-hervorragender-anbindung-in-1230-wien-z-llmann-immobilien-993062149/,5308.510638297872
Rasch zum A K H - Neuwertige 3 Zimmer Wohnung - Familienhit!,1170,75,325000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1170-hernals/rasch-zum-a-k-h-neuwertige-3-zimmer-wohnung-familienhit-1393816929/,4333.333333333333
#SQ - PROVISIONSFREI! CHARMANTE ALTBAUWOHNUNG IN KLASSISCHEM GRÜNDERZEITHAUS IN SIMMERINGER TOPLAGE,1110,47,189000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1110-simmering/-sq-provisionsfrei-charmante-altbauwohnung-in-klassischem-gruenderzeithaus-in-simmeringer-toplage-1554709342/,4021.276595744681
JETZT KEINE PROVISION! Moderne Gartenwohnung in Top-Lage: Erstbezug mit großem Garten und Balkon in 1170 Wien,1170,73,698989,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1170-hernals/jetzt-keine-provision-moderne-gartenwohnung-in-top-lage-erstbezug-mit-grossem-garten-und-balkon-in-1170-wien-855134976/,9575.191780821919
Exklusive Erstbezug-Wohnung mit Balkon und Garage in 1140 Wien - Luxuriöses Wohnen auf 88m²!,1140,88,799650,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/exklusive-erstbezug-wohnung-mit-balkon-und-garage-in-1140-wien-luxurioeses-wohnen-auf-88m-1068144018/,9086.931818181818
Exklusive Erstbezug-Wohnung mit Balkon und Garage in 1140 Wien - Luxuriöses Wohnen auf 88m²!,1140,88,507250,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/exklusive-erstbezug-wohnung-mit-balkon-und-garage-in-1140-wien-luxurioeses-wohnen-auf-88m-1138374640/,5764.204545454545
Exklusive Erstbezug-Wohnung mit Balkon und Garage in 1140 Wien - Luxuriöses Wohnen auf 88m²!,1140,88,634250,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/exklusive-erstbezug-wohnung-mit-balkon-und-garage-in-1140-wien-luxurioeses-wohnen-auf-88m-1736600128/,7207.386363636364
Exklusive Erstbezug-Wohnung mit Balkon und Garage in 1140 Wien - Luxuriöses Wohnen auf 88m²!,1140,88,622450,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/exklusive-erstbezug-wohnung-mit-balkon-und-garage-in-1140-wien-luxurioeses-wohnen-auf-88m-1694824285/,7073.295454545455
"Alles was man sich erträumt: TOP Ausblick, wunderbarer Grundriss, Gym, Pool, Bar, Supermarkt im Haus",1220,71,839500,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/alles-was-man-sich-ertraeumt-top-ausblick-wunderbarer-grundriss-gym-pool-bar-supermarkt-im-haus-1895873354/,11823.94366197183
Lichtdurchflutete Wohnung in ruhiger Lage mit Loggia Nähe U 1,1100,33,167000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/lichtdurchflutete-wohnung-in-ruhiger-lage-mit-loggia-naehe-u-1-1775543048/,5060.606060606061
Exklusive Maisonette-Dachgeschosswohnung - Ihr neues Zuhause im Herzen der Stadt | ZΞLLMANN IMMOBILIEN,1130,113,691709,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/exklusive-maisonette-dachgeschosswohnung-ihr-neues-zuhause-im-herzen-der-stadt-z-llmann-immobilien-1127238927/,6121.3185840707965
Exklusive Maisonette-Dachgeschosswohnung im Endausbau - Ihr neues Zuhause in drei Monaten bezugsfertig! | ZΞLLMANN IMMOBILIEN,1130,78,524730,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/exklusive-maisonette-dachgeschosswohnung-im-endausbau-ihr-neues-zuhause-in-drei-monaten-bezugsfertig-z-llmann-immobilien-1873814612/,6727.307692307692
Moderne Dachgeschosswohnung im exklusiven Neubau - Ihr neues Zuhause wartet | ZΞLLMANN IMMOBILIEN,1130,64,389142,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/moderne-dachgeschosswohnung-im-exklusiven-neubau-ihr-neues-zuhause-wartet-z-llmann-immobilien-1938333916/,6080.34375
Ihr neues Zuhause im Herzen Wiens - gemütliche 3-Zimmer-Wohnung mit Balkon und Grünblick | ZΞLLMANN IMMOBILIEN,1100,77,250000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/ihr-neues-zuhause-im-herzen-wiens-gemuetliche-3-zimmer-wohnung-mit-balkon-und-gruenblick-z-llmann-immobilien-1295127138/,3246.753246753247
#SQ - PROVISIONSFREI! RUNDUM-SANIERTE 3 ZIMMER ALTBAUWOHNUNG IN SIMMERINGER TOPLAGE,1110,103,399000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1110-simmering/-sq-provisionsfrei-rundum-sanierte-3-zimmer-altbauwohnung-in-simmeringer-toplage-982123124/,3873.78640776699
#SQ - PROVISIONSFREI! ANLEGER AUFGEPASST! ALTBAUWOHNUNG IN SIMMERINGER TOPLAGE,1110,53,239000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1110-simmering/-sq-provisionsfrei-anleger-aufgepasst-altbauwohnung-in-simmeringer-toplage-1560757754/,4509.433962264151
